pod_name,,pid,comm,cpu_activity
idle-23,2,8,python,0.0
idle-23,3,8,python,0.0
idle-23,4,8,python,0.0
idle-23,5,8,python,0.0
idle-23,6,8,python,0.0
idle-23,7,8,python,0.0
idle-23,8,8,python,0.0
idle-23,9,8,python,0.0
idle-24,0,8,python,
idle-24,1,8,python,9.346021050812192e-05
idle-24,2,8,python,0.0
idle-24,3,8,python,0.0
idle-24,4,8,python,0.0
idle-24,5,8,python,0.0
idle-24,6,8,python,0.0
idle-24,7,8,python,0.0
idle-24,8,8,python,0.0
idle-24,9,8,python,0.0
idle-25,0,8,python,
idle-25,1,8,python,0.0
idle-25,2,8,python,0.0
idle-25,3,8,python,0.0001017313552687
idle-25,4,8,python,0.0
idle-25,5,8,python,0.0
idle-25,6,8,python,0.0
idle-25,7,8,python,0.0
idle-25,8,8,python,0.0
idle-25,9,8,python,0.0
idle-26,0,8,python,
idle-26,1,8,python,0.0
idle-26,2,8,python,0.0
idle-26,3,8,python,0.0
idle-26,4,8,python,0.0
idle-26,5,8,python,0.0
idle-26,6,8,python,0.0
idle-26,7,8,python,0.0
idle-26,8,8,python,0.0001027844464517
idle-26,9,8,python,0.0
idle-27,0,8,python,
idle-27,1,8,python,0.0
idle-27,2,8,python,9.719385370134076e-05
idle-27,3,8,python,0.0
idle-27,4,8,python,0.0
idle-27,5,8,python,0.0
idle-27,6,8,python,0.0001018373763418
idle-27,7,8,python,0.0
idle-27,8,8,python,0.0
idle-27,9,8,python,0.0
idle-28,0,8,python,
idle-28,1,8,python,0.0
idle-28,2,8,python,0.0
idle-28,3,8,python,0.0
idle-28,4,8,python,0.0
idle-28,5,8,python,0.0
idle-28,6,8,python,0.0
idle-28,7,8,python,0.0
idle-28,8,8,python,0.0
idle-28,9,8,python,0.0001027757112157
idle-29,0,8,python,
idle-29,1,8,python,0.0
idle-29,2,8,python,9.746394991600944e-05
idle-29,3,8,python,0.0
idle-29,4,8,python,0.0
idle-29,5,8,python,0.0
idle-29,6,8,python,0.0
idle-29,7,8,python,0.0
idle-29,8,8,python,0.0
idle-29,9,8,python,0.0
idle-3,0,8,python,
idle-3,1,8,python,0.0
idle-3,2,8,python,0.0
idle-3,3,8,python,0.0
idle-3,4,8,python,0.0
idle-3,5,8,python,0.0
idle-3,6,8,python,0.0
idle-3,7,8,python,0.0
idle-3,8,8,python,0.0
idle-3,9,8,python,0.0
idle-30,0,8,python,
idle-30,1,8,python,0.0
idle-30,2,8,python,0.0
idle-30,3,8,python,0.0
idle-30,4,8,python,0.0
idle-30,5,8,python,0.0
idle-30,6,8,python,0.000101836611324
idle-30,7,8,python,0.0001025703446514
idle-30,8,8,python,0.0
idle-30,9,8,python,0.0
idle-4,0,8,python,
idle-4,1,8,python,0.0
idle-4,2,8,python,0.0
idle-4,3,8,python,0.0
idle-4,4,8,python,0.0
idle-4,5,8,python,0.0
idle-4,6,8,python,0.0
idle-4,7,8,python,0.0
idle-4,8,8,python,0.0
idle-4,9,8,python,0.0
idle-5,0,8,python,
idle-5,1,8,python,0.0
idle-5,2,8,python,0.0
idle-5,3,8,python,0.0
idle-5,4,8,python,0.0001006080879154
idle-5,5,8,python,0.0
idle-5,6,8,python,0.0
idle-5,7,8,python,0.0
idle-5,8,8,python,0.0
idle-5,9,8,python,0.0
idle-6,0,7,python,
idle-6,1,7,python,9.381258786674026e-05
idle-6,2,7,python,0.0
idle-6,3,7,python,0.0
idle-6,4,7,python,0.0
idle-6,5,7,python,0.0
idle-6,6,7,python,0.0
idle-6,7,7,python,0.0
idle-6,8,7,python,0.0
idle-6,9,7,python,0.0
idle-7,0,8,python,
idle-7,1,8,python,0.0
idle-7,2,8,python,0.0
idle-7,3,8,python,0.0
idle-7,4,8,python,0.0
idle-7,5,8,python,0.0
idle-7,6,8,python,0.0
idle-7,7,8,python,0.000102461205311
idle-7,8,8,python,0.0
idle-7,9,8,python,0.0
idle-8,0,8,python,
idle-8,1,8,python,0.0
idle-8,2,8,python,0.0
idle-8,3,8,python,0.0
idle-8,4,8,python,0.0
idle-8,5,8,python,0.0
idle-8,6,8,python,0.0
idle-8,7,8,python,0.0
idle-8,8,8,python,0.0
idle-8,9,8,python,0.0
idle-9,0,8,python,
idle-9,1,8,python,0.0
idle-9,2,8,python,0.0
idle-9,3,8,python,0.0
idle-9,4,8,python,0.0
idle-9,5,8,python,0.0001005060002501
idle-9,6,8,python,0.0
idle-9,7,8,python,0.0
idle-9,8,8,python,0.0
idle-9,9,8,python,0.0
